0.000000, 5.000000, 28
5.000000, 3.000000, 28
8.000000, 2.000000, 28
10.000000, 5.000000, 28
15.000000, 5.080000, 28
20.080000, 1.080000, 28
21.160000, 1.920000, 28
23.080000, 1.760000, 28
24.840000, 7.040000, 28
31.880000, 5.320000, 28
37.200000, 2.800000, 28
40.000000, 1.760000, 28
41.760000, 2.360000, 28
44.120000, 2.600000, 28
46.720000, 4.800000, 28
51.520000, 1.360000, 28
52.880000, 1.560000, 28
54.440000, 2.960000, 28
57.400000, 2.160000, 28
59.560000, 1.480000, 28
61.040000, 3.480000, 28
64.520000, 2.640000, 28
67.160000, 7.560000, 28
74.720000, 1.040000, 28
75.760000, 2.560000, 28
78.320000, 1.400000, 28
79.720000, 2.120000, 28
81.840000, 1.040000, 28
82.880000, 1.600000, 28
84.480000, 1.080000, 28
85.560000, 1.320000, 28
86.880000, 2.560000, 28
89.440000, 1.800000, 28
91.240000, 2.240000, 28
93.480000, 1.840000, 28
95.320000, 1.560000, 28
96.880000, 2.280000, 28
99.160000, 1.520000, 28
100.680000, 2.080000, 28
102.760000, 2.400000, 28
105.160000, 1.440000, 28
106.600000, 1.240000, 28
107.840000, 1.280000, 28
109.120000, 1.040000, 28
110.160000, 1.480000, 28
111.640000, 6.920000, 28
118.560000, 1.800000, 28
120.360000, 2.240000, 28
122.600000, 1.560000, 28
124.160000, 1.800000, 28
125.960000, 3.520000, 28
129.480000, 3.520000, 28
133.000000, 1.360000, 28
134.360000, 1.320000, 28
135.680000, 3.440000, 28
139.120000, 2.480000, 28
141.600000, 4.320000, 28
145.920000, 3.080000, 28
149.000000, 1.360000, 28
150.360000, 1.560000, 28
151.920000, 1.080000, 28
153.000000, 1.000000, 28
154.000000, 5.680000, 28
159.680000, 2.000000, 28
161.680000, 1.840000, 28
163.520000, 1.960000, 28
165.480000, 2.480000, 28
167.960000, 1.200000, 28
169.160000, 2.800000, 28
171.960000, 2.160000, 28
174.120000, 1.040000, 28
175.160000, 3.120000, 28
178.280000, 2.280000, 28
180.560000, 1.760000, 28
182.320000, 1.760000, 28
184.080000, 2.000000, 28
186.080000, 2.920000, 28
189.000000, 2.000000, 28
191.000000, 5.320000, 28
196.320000, 2.880000, 28
199.200000, 2.080000, 28
201.280000, 3.760000, 28
205.040000, 4.360000, 28
209.400000, 2.800000, 28
212.200000, 2.720000, 28
214.920000, 1.080000, 28
216.000000, 1.640000, 28
217.640000, 1.200000, 28
218.840000, 1.160000, 28
220.000000, 1.920000, 28
221.920000, 2.760000, 28
224.680000, 2.360000, 28
227.040000, 2.880000, 28
229.920000, 1.120000, 28
231.040000, 2.400000, 28
233.440000, 1.120000, 28
234.560000, 1.880000, 28
236.440000, 1.000000, 28
237.440000, 1.520000, 28
238.960000, 2.240000, 28
241.200000, 1.600000, 28
242.800000, 1.400000, 28
244.200000, 1.640000, 28
245.840000, 6.040000, 28
251.880000, 2.560000, 28
254.440000, 1.280000, 28
255.720000, 2.480000, 28
258.200000, 2.400000, 28
260.600000, 1.680000, 28
262.280000, 1.560000, 28
263.840000, 1.200000, 28
265.040000, 1.080000, 28
266.120000, 1.520000, 28
267.640000, 1.760000, 28
269.400000, 1.320000, 28
270.720000, 2.840000, 28
273.560000, 1.120000, 28
274.680000, 2.200000, 28
276.880000, 1.000000, 28
277.880000, 1.760000, 28
279.640000, 1.000000, 28
280.640000, 1.480000, 28
282.120000, 1.080000, 28
283.200000, 1.120000, 28
284.320000, 1.880000, 28
286.200000, 1.200000, 28
287.400000, 1.240000, 28
288.640000, 1.080000, 28
289.720000, 1.200000, 28
290.920000, 1.400000, 28
292.320000, 1.040000, 28
293.360000, 2.040000, 28
295.400000, 1.680000, 28
297.080000, 1.480000, 28
298.560000, 2.200000, 28
300.760000, 2.040000, 28
302.800000, 1.160000, 28
303.960000, 1.440000, 28
305.400000, 6.120000, 28
311.520000, 2.240000, 28
313.760000, 1.320000, 28
315.080000, 1.000000, 28
316.080000, 1.200000, 28
317.280000, 4.680000, 28
321.960000, 1.320000, 28
323.280000, 2.240000, 28
325.520000, 1.120000, 28
326.640000, 1.840000, 28
328.480000, 2.280000, 28
330.760000, 2.360000, 28
333.120000, 3.440000, 28
336.560000, 1.760000, 28
338.320000, 2.440000, 28
340.760000, 2.000000, 28
342.760000, 1.880000, 28
344.640000, 1.920000, 28
346.560000, 1.560000, 28
348.120000, 3.120000, 28
351.240000, 1.880000, 28
353.120000, 2.920000, 28
356.040000, 1.840000, 28
357.880000, 2.040000, 28
359.920000, 1.920000, 28
361.840000, 1.520000, 28
363.360000, 2.520000, 28
365.880000, 1.400000, 28
367.280000, 1.280000, 28
368.560000, 1.320000, 28
369.880000, 2.000000, 28
371.880000, 1.240000, 28
373.120000, 1.480000, 28
374.600000, 1.760000, 28
376.360000, 1.160000, 28
377.520000, 1.120000, 28
378.640000, 1.280000, 28
379.920000, 1.080000, 28
381.000000, 1.320000, 28
382.320000, 1.080000, 28
383.400000, 1.080000, 28
384.480000, 4.320000, 28
388.800000, 1.360000, 28
390.160000, 1.520000, 28
391.680000, 1.200000, 28
392.880000, 2.920000, 28
395.800000, 1.240000, 28
397.040000, 1.760000, 28
398.800000, 5.160000, 28
403.960000, 3.240000, 28
407.200000, 2.920000, 28
410.120000, 4.040000, 28
414.160000, 3.200000, 28
417.360000, 1.560000, 28
418.920000, 4.960000, 28
423.880000, 1.920000, 28
425.800000, 3.000000, 28
